1.00000,0,0.00005
1.00000,2,0.00007
1.00000,4,0.00006
1.00000,6,0.00010
1.00000,8,0.00007
1.00000,10,0.00008
1.00000,12,0.00006
1.00000,14,0.00007
1.00000,16,0.00006
1.00000,18,0.00009
1.00000,20,0.00005
1.00000,22,0.00005
1.00000,24,0.00004
1.00000,26,0.00007
1.00000,28,0.00005
1.00000,30,0.00005
1.00000,32,0.00004
1.00000,34,0.00004
1.00000,36,0.00005
1.00000,38,0.00004
1.00000,40,0.00006
1.00000,42,0.00011
1.00000,44,0.00004
1.00000,46,0.00004
1.00000,48,0.00005
1.00000,50,0.00006
1.00000,52,0.00006
1.00000,54,0.00004
1.00000,56,0.00005
1.00000,58,0.00005
1.00000,60,0.00004
1.00000,62,0.00006
1.00000,64,0.00007
1.00000,66,0.00005
1.00000,68,0.00006
1.00000,70,0.00004
1.00000,72,0.00004
1.00000,74,0.00004
1.00000,76,0.00009
1.00000,78,0.00005
1.00000,80,0.00005
1.00000,82,0.00008
1.00000,84,0.00004
1.00000,86,0.00007
1.00000,88,0.00006
1.00000,90,0.00005
1.00000,92,0.00004
1.00000,94,0.00006
1.00000,96,0.00005
1.00000,98,0.00006
1.00000,100,0.00004
1.00000,102,0.00006
1.00000,104,0.00004
1.00000,106,0.00006
1.00000,108,0.00006
1.00000,110,0.00005
1.00000,112,0.00004
1.00000,114,0.00004
1.00000,116,0.00005
1.00000,118,0.00006
1.00000,120,0.00005
1.00000,122,0.00004
1.00000,124,0.00005
1.00000,126,0.00007
1.00000,128,0.00005
1.00000,130,0.00007
1.00000,132,0.00005
1.00000,134,0.00007
1.00000,136,0.00007
1.00000,138,0.00007
1.00000,140,0.00004
1.00000,142,0.00007
1.00000,144,0.00006
1.00000,146,0.00006
1.00000,148,0.00005
1.00000,150,0.00006
1.00000,152,0.00005
1.00000,154,0.00006
1.00000,156,0.00004
1.00000,158,0.00004
1.00000,160,0.00004
1.00000,162,0.00007
1.00000,164,0.00005
1.00000,166,0.00008
1.00000,168,0.00004
1.00000,170,0.00005
1.00000,172,0.00004
1.00000,174,0.00004
1.00000,176,0.00009
1.00000,178,0.00004
1.00000,180,0.00006
1.00000,182,0.00007
1.00000,184,0.00005
1.00000,186,0.00006
1.00000,188,0.00006
1.00000,190,0.00005
1.00000,192,0.00006
1.00000,194,0.00005
1.00000,196,0.00007
1.00000,198,0.00004
1.00000,200,0.00007
1.00000,202,0.00004
1.00000,204,0.00006
1.00000,206,0.00006
1.00000,208,0.00007
1.00000,210,0.00006
1.00000,212,0.00007
1.00000,214,0.00006
1.00000,216,0.00007
1.00000,218,0.00008
1.00000,220,0.00007
1.00000,222,0.00008
1.00000,224,0.00007
1.00000,226,0.00006
1.00000,228,0.00007
1.00000,230,0.00006
1.00000,232,0.00005
1.00000,234,0.00006
1.00000,236,0.00005
1.00000,238,0.00007
1.00000,240,0.00006
1.00000,242,0.00006
1.00000,244,0.00005
1.00000,246,0.00007
1.00000,248,0.00004
1.00000,250,0.00004
1.00000,252,0.00005
1.00000,254,0.00009
1.00000,256,0.00006
1.00000,258,0.00004
1.00000,260,0.00006
1.00000,262,0.00004
1.00000,264,0.00007
1.00000,266,0.00007
1.00000,268,0.00004
1.00000,270,0.00006
1.00000,272,0.00006
1.00000,274,0.00007
1.00000,276,0.00005
1.00000,278,0.00005
1.00000,280,0.00006
1.00000,282,0.00005
1.00000,284,0.00006
