1.00000,0,2
1.00000,2,3
1.00000,4,4
1.00000,6,5
1.00000,8,6
1.00000,10,7
1.00000,12,8
1.00000,14,9
1.00000,16,10
1.00000,18,11
1.00000,20,12
1.00000,22,13
1.00000,24,14
1.00000,26,15
1.00000,28,16
1.00000,30,17
1.00000,32,18
1.00000,34,19
1.00000,36,20
1.00000,38,21
1.00000,40,22
1.00000,42,23
1.00000,44,24
1.00000,46,25
1.00000,48,26
1.00000,50,27
1.00000,52,28
1.00000,54,29
1.00000,56,30
1.00000,58,31
1.00000,60,32
1.00000,62,33
1.00000,64,34
1.00000,66,35
1.00000,68,36
1.00000,70,37
1.00000,72,38
1.00000,74,39
1.00000,76,40
1.00000,78,41
1.00000,80,42
1.00000,82,43
1.00000,84,44
1.00000,86,45
1.00000,88,46
1.00000,90,47
1.00000,92,48
1.00000,94,49
1.00000,96,50
1.00000,98,51
1.00000,100,52
1.00000,102,53
1.00000,104,54
1.00000,106,55
1.00000,108,56
1.00000,110,57
1.00000,112,58
1.00000,114,59
1.00000,116,60
1.00000,118,61
1.00000,120,62
1.00000,122,63
1.00000,124,64
1.00000,126,65
1.00000,128,66
1.00000,130,67
1.00000,132,68
1.00000,134,69
1.00000,136,70
1.00000,138,71
1.00000,140,72
1.00000,142,73
1.00000,144,74
1.00000,146,75
1.00000,148,76
1.00000,150,77
1.00000,152,78
1.00000,154,79
1.00000,156,80
1.00000,158,81
1.00000,160,82
1.00000,162,83
1.00000,164,84
1.00000,166,85
1.00000,168,86
1.00000,170,87
1.00000,172,88
1.00000,174,89
1.00000,176,90
1.00000,178,91
1.00000,180,92
1.00000,182,93
1.00000,184,94
1.00000,186,95
1.00000,188,96
1.00000,190,97
1.00000,192,98
1.00000,194,99
1.00000,196,100
1.00000,198,101
1.00000,200,102
1.00000,202,103
1.00000,204,104
1.00000,206,105
1.00000,208,106
1.00000,210,107
1.00000,212,108
1.00000,214,109
1.00000,216,110
1.00000,218,111
1.00000,220,112
1.00000,222,113
1.00000,224,114
1.00000,226,115
1.00000,228,116
1.00000,230,117
1.00000,232,118
1.00000,234,119
1.00000,236,120
1.00000,238,121
1.00000,240,122
1.00000,242,123
1.00000,244,124
1.00000,246,125
1.00000,248,126
1.00000,250,127
1.00000,252,128
1.00000,254,129
1.00000,256,130
1.00000,258,131
1.00000,260,132
1.00000,262,133
1.00000,264,134
1.00000,266,135
1.00000,268,136
1.00000,270,137
1.00000,272,138
1.00000,274,139
1.00000,276,140
1.00000,278,141
1.00000,280,142
1.00000,282,143
1.00000,284,144
1.00000,286,145
1.00000,288,146
1.00000,290,147
1.00000,292,148
1.00000,294,149
1.00000,296,150
1.00000,298,151
1.00000,300,152
1.00000,302,153
1.00000,304,154
1.00000,306,155
1.00000,308,156
1.00000,310,157
1.00000,312,158
1.00000,314,159
1.00000,316,160
1.00000,318,161
1.00000,320,162
1.00000,322,163
1.00000,324,164
1.00000,326,165
1.00000,328,166
1.00000,330,167
1.00000,332,168
1.00000,334,169
1.00000,336,170
1.00000,338,171
1.00000,340,172
1.00000,342,173
1.00000,344,174
1.00000,346,175
1.00000,348,176
1.00000,350,177
1.00000,352,178
1.00000,354,179
1.00000,356,180
1.00000,358,181
1.00000,360,182
1.00000,362,183
1.00000,364,184
1.00000,366,185
1.00000,368,186
1.00000,370,187
1.00000,372,188
1.00000,374,189
1.00000,376,190
1.00000,378,191
1.00000,380,192
1.00000,382,193
1.00000,384,194
1.00000,386,195
1.00000,388,196
1.00000,390,197
1.00000,392,198
1.00000,394,199
1.00000,396,200
1.00000,398,201
1.00000,400,202
1.00000,402,203
1.00000,404,204
1.00000,406,205
1.00000,408,206
1.00000,410,207
1.00000,412,208
1.00000,414,209
1.00000,416,210
1.00000,418,211
1.00000,420,212
1.00000,422,213
1.00000,424,214
1.00000,426,215
1.00000,428,216
1.00000,430,217
1.00000,432,218
1.00000,434,219
1.00000,436,220
1.00000,438,221
1.00000,440,222
1.00000,442,223
1.00000,444,224
1.00000,446,225
1.00000,448,226
1.00000,450,227
1.00000,452,228
1.00000,454,229
1.00000,456,230
1.00000,458,231
1.00000,460,232
1.00000,462,233
1.00000,464,234
1.00000,466,235
1.00000,468,236
1.00000,470,237
1.00000,472,238
1.00000,474,239
1.00000,476,240
1.00000,478,241
1.00000,480,242
1.00000,482,243
1.00000,484,244
1.00000,486,245
1.00000,488,246
1.00000,490,247
1.00000,492,248
1.00000,494,249
1.00000,496,250
1.00000,498,251
1.00000,500,252
1.00000,502,253
1.00000,504,254
1.00000,506,255
1.00000,508,256
1.00000,510,257
1.00000,512,258
1.00000,514,259
1.00000,516,260
1.00000,518,261
1.00000,520,262
1.00000,522,263
1.00000,524,264
1.00000,526,265
1.00000,528,266
1.00000,530,267
1.00000,532,268
1.00000,534,269
1.00000,536,270
1.00000,538,271
1.00000,540,272
1.00000,542,273
1.00000,544,274
1.00000,546,275
1.00000,548,276
1.00000,550,277
1.00000,552,278
1.00000,554,279
1.00000,556,280
1.00000,558,281
1.00000,560,282
1.00000,562,283
1.00000,564,284
1.00000,566,285
1.00000,568,286
1.00000,570,287
1.00000,572,288
1.00000,574,289
1.00000,576,290
1.00000,578,291
1.00000,580,292
1.00000,582,293
1.00000,584,294
1.00000,586,295
1.00000,588,296
1.00000,590,297
1.00000,592,298
1.00000,594,299
1.00000,596,300
1.00000,598,301
1.00000,600,302
1.00000,602,303
1.00000,604,304
1.00000,606,305
1.00000,608,306
1.00000,610,307
1.00000,612,308
1.00000,614,309
1.00000,616,310
1.00000,618,311
1.00000,620,312
1.00000,622,313
1.00000,624,314
1.00000,626,315
1.00000,628,316
1.00000,630,317
1.00000,632,318
1.00000,634,319
1.00000,636,320
1.00000,638,321
1.00000,640,322
1.00000,642,323
1.00000,644,324
1.00000,646,325
1.00000,648,326
1.00000,650,327
1.00000,652,328
1.00000,654,329
1.00000,656,330
1.00000,658,331
1.00000,660,332
1.00000,662,333
1.00000,664,334
1.00000,666,335
1.00000,668,336
1.00000,670,337
1.00000,672,338
1.00000,674,339
1.00000,676,340
1.00000,678,341
1.00000,680,342
1.00000,682,343
1.00000,684,344
1.00000,686,345
1.00000,688,346
1.00000,690,347
1.00000,692,348
1.00000,694,349
1.00000,696,350
1.00000,698,351
1.00000,700,352
1.00000,702,353
1.00000,704,354
1.00000,706,355
1.00000,708,356
1.00000,710,357
1.00000,712,358
1.00000,714,359
1.00000,716,360
1.00000,718,361
1.00000,720,362
1.00000,722,363
1.00000,724,364
1.00000,726,365
1.00000,728,366
1.00000,730,367
1.00000,732,368
1.00000,734,369
1.00000,736,370
1.00000,738,371
1.00000,740,372
1.00000,742,373
1.00000,744,374
1.00000,746,375
1.00000,748,376
1.00000,750,377
1.00000,752,378
1.00000,754,379
1.00000,756,380
1.00000,758,381
1.00000,760,382
1.00000,762,383
1.00000,764,384
1.00000,766,385
1.00000,768,386
1.00000,770,387
1.00000,772,388
1.00000,774,389
1.00000,776,390
1.00000,778,391
1.00000,780,392
1.00000,782,393
1.00000,784,394
1.00000,786,395
1.00000,788,396
1.00000,790,397
1.00000,792,398
1.00000,794,399
1.00000,796,400
1.00000,798,401
1.00000,800,402
1.00000,802,403
1.00000,804,404
1.00000,806,405
1.00000,808,406
1.00000,810,407
1.00000,812,408
1.00000,814,409
1.00000,816,410
1.00000,818,411
1.00000,820,412
1.00000,822,413
1.00000,824,414
1.00000,826,415
1.00000,828,416
1.00000,830,417
1.00000,832,418
1.00000,834,419
1.00000,836,420
1.00000,838,421
1.00000,840,422
1.00000,842,423
1.00000,844,424
1.00000,846,425
1.00000,848,426
1.00000,850,427
1.00000,852,428
1.00000,854,429
1.00000,856,430
1.00000,858,431
1.00000,860,432
1.00000,862,433
1.00000,864,434
1.00000,866,435
1.00000,868,436
1.00000,870,437
1.00000,872,438
1.00000,874,439
1.00000,876,440
1.00000,878,441
1.00000,880,442
1.00000,882,443
1.00000,884,444
1.00000,886,445
1.00000,888,446
1.00000,890,447
1.00000,892,448
1.00000,894,449
1.00000,896,450
1.00000,898,451
1.00000,900,452
1.00000,902,453
1.00000,904,454
1.00000,906,455
1.00000,908,456
1.00000,910,457
1.00000,912,458
1.00000,914,459
1.00000,916,460
1.00000,918,461
1.00000,920,462
1.00000,922,463
1.00000,924,464
1.00000,926,465
1.00000,928,466
1.00000,930,467
1.00000,932,468
1.00000,934,469
1.00000,936,470
1.00000,938,471
1.00000,940,472
1.00000,942,473
1.00000,944,474
1.00000,946,475
1.00000,948,476
1.00000,950,477
1.00000,952,478
1.00000,954,479
1.00000,956,480
1.00000,958,481
1.00000,960,482
1.00000,962,483
1.00000,964,484
1.00000,966,485
1.00000,968,486
1.00000,970,487
1.00000,972,488
1.00000,974,489
1.00000,976,490
1.00000,978,491
1.00000,980,492
1.00000,982,493
1.00000,984,494
1.00000,986,495
1.00000,988,496
1.00000,990,497
1.00000,992,498
1.00000,994,499
1.00000,996,500
1.00000,998,501
0.90000,0,2
